symbol,date,open,high,low,close,volume
AAPL,2024-09-03,142.86,144.75,142.15,143.87,5793094
AAPL,2024-09-04,138.56,139.27,137.43,139.0,3129206
AAPL,2024-09-05,143.22,144.61,142.0,142.37,3335458
AAPL,2024-09-06,140.61,141.4,137.54,140.41,3681708
AAPL,2024-09-09,141.15,143.16,138.36,140.21,2793268
AAPL,2024-09-10,137.25,139.46,135.11,138.2,3587765
AAPL,2024-09-11,138.41,141.54,138.04,139.03,3560486
AAPL,2024-09-12,137.85,141.58,135.51,138.71,2051200
AAPL,2024-09-13,138.69,138.93,136.57,137.94,6686232
AAPL,2024-09-16,140.47,141.29,137.72,139.59,5394913
AAPL,2024-09-17,132.68,136.56,133.53,133.87,1200184
AAPL,2024-09-18,129.13,133.26,126.28,130.04,5188139
AAPL,2024-09-19,122.89,124.01,121.68,123.91,4386651
AAPL,2024-09-20,121.56,124.67,119.3,122.49,4634915
AAPL,2024-09-23,121.53,123.41,118.7,122.1,3121154
AAPL,2024-09-24,122.14,122.9,121.06,121.25,4693699
AAPL,2024-09-25,120.83,123.3,119.81,120.72,7617282
AAPL,2024-09-26,117.38,121.21,117.87,117.88,1722309
AAPL,2024-09-27,115.75,115.13,114.82,114.88,4160905
AAPL,2024-09-30,111.27,115.14,111.42,112.03,838542
AAPL,2024-10-01,114.2,117.13,114.14,114.9,4140807
AAPL,2024-10-02,113.88,116.82,112.9,114.29,3275439
AAPL,2024-10-03,112.43,115.3,110.88,113.12,5460053
AAPL,2024-10-04,113.81,115.01,110.14,112.75,7334806
AAPL,2024-10-07,115.68,119.14,112.81,116.21,4709233
AAPL,2024-10-08,119.19,119.23,118.06,118.31,3783612
AAPL,2024-10-09,118.46,118.28,115.99,117.85,2638292
AAPL,2024-10-10,121.21,121.93,119.81,121.72,1786537
AAPL,2024-10-11,123.58,125.06,123.42,124.77,506482
AAPL,2024-10-14,121.73,124.42,121.57,122.61,2930284
AAPL,2024-10-15,123.15,125.79,120.39,122.21,5101066
AAPL,2024-10-16,116.72,118.98,116.47,117.89,3166714
AAPL,2024-10-17,120.08,121.33,118.18,121.22,724981
AAPL,2024-10-18,121.13,123.25,118.28,121.59,2264015
AAPL,2024-10-21,117.83,119.64,116.85,117.48,6370603
AAPL,2024-10-22,115.04,115.85,114.82,115.69,2551692
AAPL,2024-10-23,117.69,118.85,116.57,116.75,2602270
AAPL,2024-10-24,117.33,120.18,116.08,118.22,1017116
AAPL,2024-10-25,120.47,121.72,116.04,119.6,5971307
AAPL,2024-10-28,119.09,121.93,117.77,118.69,1812206
AAPL,2024-10-29,119.52,120.67,117.49,119.74,4206222
AAPL,2024-10-30,115.92,116.46,115.01,116.13,1998719
AAPL,2024-10-31,112.69,114.31,110.62,112.61,6796944
AAPL,2024-11-01,109.67,110.03,106.92,109.45,3720101
AAPL,2024-11-04,110.89,112.43,108.47,110.11,5488907
AAPL,2024-11-05,109.17,111.33,105.69,108.3,7529879
AAPL,2024-11-06,109.09,111.55,109.13,109.7,4620886
AAPL,2024-11-07,111.77,114.93,110.67,112.11,3290817
AAPL,2024-11-08,110.57,111.93,110.51,111.06,7489140
AAPL,2024-11-11,107.98,111.93,105.88,109.02,712392
AAPL,2024-11-12,107.97,109.45,105.26,108.4,5937259
AAPL,2024-11-13,108.09,111.27,106.33,108.65,4347236
AAPL,2024-11-14,107.78,110.41,107.85,108.58,5887243
AAPL,2024-11-15,107.93,110.34,107.09,108.5,2818756
AAPL,2024-11-18,108.05,108.7,105.99,108.44,662521
AAPL,2024-11-19,108.97,109.9,105.76,107.9,3693292
AAPL,2024-11-20,109.6,110.43,107.47,109.82,5764444
AAPL,2024-11-21,111.05,113.08,109.75,110.7,5110732
AAPL,2024-11-22,109.97,109.66,106.53,109.38,7703799
AAPL,2024-11-25,111.02,111.87,107.53,110.43,4183260
AAPL,2024-11-26,108.66,111.3,107.42,109.56,1851549
AAPL,2024-11-27,109.22,113.14,109.04,109.98,6447405
AAPL,2024-11-28,109.13,112.99,108.94,109.83,6913046
TSLA,2023-01-01,232.21,233.98,230.76,233.19,2070470
TSLA,2023-01-02,235.97,242.63,230.06,235.62,7857103
TSLA,2023-01-03,226.46,232.54,225.99,228.26,1112738
TSLA,2023-01-04,228.1,230.78,227.09,229.51,1778072
TSLA,2023-01-05,226.36,230.46,223.3,225.24,5669085
TSLA,2023-01-06,229.21,230.69,224.73,228.9,4010363
TSLA,2023-01-09,236.44,242.18,236.58,236.72,2040891
TSLA,2023-01-10,230.56,235.01,225.63,232.56,7519085
TSLA,2023-01-11,234.71,237.88,231.93,233.46,7814874
TSLA,2023-01-12,238.22,243.66,237.86,238.13,2392729
TSLA,2023-01-13,233.4,234.63,227.68,234.4,5312898
TSLA,2023-01-16,226.62,228.92,227.69,228.88,7551094
TSLA,2023-01-17,228.69,233.96,226.34,229.49,4757075
TSLA,2023-01-18,227.57,227.22,221.2,226.42,6370573
TSLA,2023-01-19,229.33,233.88,228.57,229.1,4962524
TSLA,2023-01-20,233.68,237.65,234.0,235.84,5168111
TSLA,2023-01-23,239.13,241.62,234.58,240.24,1043436
TSLA,2023-01-24,227.63,228.99,219.18,225.82,4211112
TSLA,2023-01-25,224.8,229.03,222.92,224.72,3924102
TSLA,2023-01-26,233.96,233.79,226.08,232.65,679277
TSLA,2023-01-27,230.08,231.96,222.43,228.2,1030735
TSLA,2023-01-30,227.34,229.74,224.52,228.28,6681296
TSLA,2023-01-31,230.23,231.72,227.82,229.58,1665835
TSLA,2023-02-01,224.49,228.01,225.45,225.58,4728293
TSLA,2023-02-02,229.25,231.44,229.87,230.11,2227340
TSLA,2023-02-03,233.14,234.62,225.32,231.78,4297175
TSLA,2023-02-06,234.48,233.98,228.2,232.87,5346654
TSLA,2023-02-07,232.98,233.73,226.54,231.43,4095696
TSLA,2023-02-08,236.71,241.74,228.49,234.74,1774876
TSLA,2023-02-09,236.86,239.35,234.91,237.47,3530605
TSLA,2023-02-10,240.92,245.53,233.87,240.64,565543
TSLA,2023-02-13,241.58,246.64,240.45,240.96,4205243
TSLA,2023-02-14,249.38,250.81,244.94,247.95,5789916
TSLA,2023-02-15,252.08,257.36,249.01,253.84,2877382
TSLA,2023-02-16,257.1,264.65,255.28,258.91,7288249
TSLA,2023-02-17,270.44,276.0,267.68,270.87,3430763
TSLA,2023-02-20,267.59,276.19,267.01,268.36,7070047
TSLA,2023-02-21,256.14,261.88,253.65,255.63,1928739
TSLA,2023-02-22,262.71,265.69,255.31,262.65,3007432
TSLA,2023-02-23,267.69,275.11,260.84,267.95,7275555
TSLA,2023-02-24,268.33,270.14,263.67,266.88,7863554
TSLA,2023-02-27,276.65,280.33,267.98,274.12,4048745
TSLA,2023-02-28,274.3,276.05,268.27,274.72,3747567
TSLA,2023-03-01,273.68,278.39,267.73,272.25,1499221
TSLA,2023-03-02,269.48,278.24,267.57,271.73,6148502
TSLA,2023-03-03,274.06,281.57,272.03,274.22,6631732
TSLA,2023-03-06,274.23,276.67,273.48,275.51,773449
TSLA,2023-03-07,282.65,287.49,273.95,280.08,2154900
TSLA,2023-03-08,276.35,280.94,273.16,276.34,4783627
TSLA,2023-03-09,271.22,275.81,265.41,272.57,7416369
TSLA,2023-03-10,270.25,273.63,270.24,272.11,1932021
TSLA,2023-03-13,274.55,279.63,268.35,272.71,3594567
TSLA,2023-03-14,274.32,281.49,273.6,276.14,1396066
TSLA,2023-03-15,273.68,275.09,270.07,271.65,7906098
TSLA,2023-03-16,286.13,293.23,286.15,286.26,7463013
TSLA,2023-03-17,285.06,286.03,279.44,284.04,6788960
TSLA,2023-03-20,281.13,281.97,275.96,281.77,3042209
TSLA,2023-03-21,277.55,283.43,275.21,280.06,2439110
TSLA,2023-03-22,282.21,280.44,276.56,279.73,3374925
TSLA,2023-03-23,264.78,269.13,259.55,267.14,6203353
TSLA,2023-03-24,264.32,268.28,263.19,264.9,1962808
TSLA,2023-03-27,266.76,269.93,265.38,265.93,6218244
TSLA,2023-03-28,258.76,261.6,258.77,259.78,6685676
TSLA,2023-03-29,260.91,263.11,257.27,259.65,2439833
TSLA,2023-03-30,254.38,260.25,250.46,253.17,5737078
TSLA,2023-03-31,253.72,258.44,252.46,254.05,5656882
TSLA,2023-04-03,255.2,258.06,252.22,256.43,6440472
TSLA,2023-04-04,254.07,262.49,249.53,255.92,850216
TSLA,2023-04-05,254.1,260.65,248.54,253.73,2543915
TSLA,2023-04-06,246.16,248.55,243.4,247.75,6935598
TSLA,2023-04-07,247.42,247.38,245.15,246.02,1914064
TSLA,2023-04-10,249.37,255.78,246.01,249.26,901956
TSLA,2023-04-11,246.5,253.22,243.83,247.93,3368216
TSLA,2023-04-12,243.63,249.36,243.31,243.71,6674817
TSLA,2023-04-13,246.55,256.0,241.48,248.73,7979994
TSLA,2023-04-14,252.52,258.28,243.53,250.76,1895506
TSLA,2023-04-17,249.61,249.99,245.87,249.16,5151920
TSLA,2023-04-18,251.77,255.29,243.68,250.62,5965088
TSLA,2023-04-19,244.0,247.31,239.82,245.43,5543551
TSLA,2023-04-20,246.58,248.61,245.05,247.61,5550332
TSLA,2023-04-21,246.23,245.94,241.61,244.9,2765809
TSLA,2023-04-24,244.36,251.8,244.73,245.59,4049322
TSLA,2023-04-25,246.25,251.71,240.7,247.53,6965876
TSLA,2023-04-26,241.31,250.26,238.98,243.38,1357373
TSLA,2023-04-27,246.35,247.99,239.69,246.84,763295
TSLA,2023-04-28,235.47,240.83,233.05,236.62,3192566
TSLA,2023-05-01,241.81,251.03,240.41,243.74,2260285
TSLA,2023-05-02,243.6,247.94,240.49,242.13,4230521
TSLA,2023-05-03,242.07,245.18,239.56,242.03,3716470
TSLA,2023-05-04,238.76,241.48,235.93,240.54,1035595
TSLA,2023-05-05,232.26,232.87,232.23,232.67,7719601
TSLA,2023-05-08,230.04,229.49,221.38,227.85,3131418
TSLA,2023-05-09,231.86,237.3,225.42,230.82,3090704
TSLA,2023-05-10,228.38,233.91,227.26,230.28,3673282
TSLA,2023-05-11,222.24,230.49,219.01,224.09,3158275
TSLA,2023-05-12,214.81,218.34,208.07,213.01,7327114
TSLA,2023-05-15,212.2,219.19,209.55,214.31,4237111
TSLA,2023-05-16,208.92,215.51,204.67,209.57,3209923
TSLA,2023-05-17,207.03,208.21,203.67,207.47,3745051
TSLA,2023-05-18,203.82,209.78,200.49,204.52,2456691
TSLA,2023-05-19,203.15,205.5,199.45,203.64,3735060
TSLA,2023-05-22,199.48,206.89,197.61,201.46,1739852
TSLA,2023-05-23,206.02,210.28,201.29,204.68,4558203
TSLA,2023-05-24,208.34,213.69,207.02,208.4,6550044
TSLA,2023-05-25,200.04,206.57,200.23,200.86,4189652
TSLA,2023-05-26,200.82,199.5,195.97,199.45,2777173
TSLA,2023-05-29,197.97,198.85,195.42,198.22,880628
TSLA,2023-05-30,203.69,205.57,199.64,201.89,6589096
TSLA,2023-05-31,205.52,208.4,201.22,203.8,2456319
TSLA,2023-06-01,199.48,204.91,195.55,200.01,7741157
TSLA,2023-06-02,202.4,204.4,196.64,200.59,6261801
TSLA,2023-06-05,206.55,211.26,204.45,208.37,2727549
TSLA,2023-06-06,205.06,210.1,201.38,204.43,6484109
TSLA,2023-06-07,198.01,199.59,194.15,199.36,7607725
TSLA,2023-06-08,200.26,204.49,198.84,200.11,2781816
TSLA,2023-06-09,192.67,195.57,188.88,194.37,3717634
TSLA,2023-06-12,189.17,191.08,185.08,188.35,1238781
TSLA,2023-06-13,189.97,192.33,183.9,189.42,3939057
TSLA,2023-06-14,192.11,194.53,186.68,190.72,3157415
TSLA,2023-06-15,188.61,192.89,187.83,188.79,4875284
TSLA,2023-06-16,187.13,191.77,186.71,186.81,3547598
TSLA,2023-06-19,186.65,188.68,185.07,186.3,4181113
TSLA,2023-06-20,183.57,186.44,179.79,182.65,958745
TSLA,2023-06-21,184.19,187.73,180.28,184.23,2615204
TSLA,2023-06-22,180.58,182.34,178.75,179.55,2468306
TSLA,2023-06-23,181.0,182.32,180.3,180.44,6379083
TSLA,2023-06-26,174.54,177.66,170.56,173.69,6701229
TSLA,2023-06-27,178.4,181.55,178.56,179.63,2754208
TSLA,2023-06-28,180.24,185.22,176.55,179.94,1458666
TSLA,2023-06-29,186.29,186.75,181.91,184.59,3328559
TSLA,2023-06-30,178.4,183.71,177.62,179.56,7338985
TSLA,2023-07-03,176.91,178.49,172.79,177.83,1727672
TSLA,2023-07-04,183.67,184.91,179.58,183.26,5098587
TSLA,2023-07-05,189.03,192.18,186.26,188.86,6377871
TSLA,2023-07-06,186.3,188.6,185.98,188.17,4854455
TSLA,2023-07-07,181.44,186.58,180.02,182.58,2945346
TSLA,2023-07-10,184.09,186.77,180.01,184.91,6573495
TSLA,2023-07-11,187.19,189.91,185.64,187.67,1701046
TSLA,2023-07-12,185.77,187.91,181.76,184.64,4563249
TSLA,2023-07-13,183.44,188.91,181.59,184.41,4036649
TSLA,2023-07-14,189.98,193.6,184.4,188.93,3657671
TSLA,2023-07-17,195.19,198.27,189.35,193.49,3655350
TSLA,2023-07-18,198.6,200.2,195.87,197.86,815125
TSLA,2023-07-19,195.42,196.36,192.96,194.49,4227629
TSLA,2023-07-20,191.88,193.94,184.73,190.36,6771429
TSLA,2023-07-21,193.69,198.51,191.69,195.28,5271146
TSLA,2023-07-24,184.89,190.11,185.53,185.78,6572391
TSLA,2023-07-25,185.37,185.1,181.15,185.0,3433844
TSLA,2023-07-26,188.77,191.17,184.27,187.45,907665
TSLA,2023-07-27,188.77,194.22,184.66,189.12,714992
TSLA,2023-07-28,193.36,196.69,190.11,192.48,3714541
TSLA,2023-07-31,191.74,193.35,189.23,190.06,6319819
TSLA,2023-08-01,184.05,187.35,183.0,185.04,3967455
TSLA,2023-08-02,184.15,185.96,184.18,184.73,1998767
TSLA,2023-08-03,189.7,192.36,188.61,190.28,6397268
TSLA,2023-08-04,182.27,187.59,180.57,183.83,1934349
TSLA,2023-08-07,180.78,181.23,177.93,180.21,1333341
TSLA,2023-08-08,180.4,182.77,174.54,179.38,1689825
TSLA,2023-08-09,180.76,184.23,178.27,181.15,832251
TSLA,2023-08-10,183.5,183.19,180.39,182.35,7001022
TSLA,2023-08-11,182.48,186.51,178.32,182.39,3485032
TSLA,2023-08-14,182.24,183.5,182.24,182.87,3546449
TSLA,2023-08-15,184.76,188.95,185.26,185.8,6522695
TSLA,2023-08-16,182.37,184.42,178.29,183.65,6960363
TSLA,2023-08-17,183.45,189.73,181.06,184.77,5024453
TSLA,2023-08-18,181.83,188.57,182.13,183.15,7929911
TSLA,2023-08-21,180.51,185.13,179.95,180.05,5798247
TSLA,2023-08-22,179.47,184.97,177.77,180.27,6739627
TSLA,2023-08-23,174.02,179.82,175.13,175.4,1634141
TSLA,2023-08-24,176.32,178.37,172.22,175.39,4930658
TSLA,2023-08-25,177.62,181.15,176.41,178.59,2074211
TSLA,2023-08-28,177.17,177.93,172.58,175.78,2468431
TSLA,2023-08-29,174.3,178.64,172.1,174.98,3678944
TSLA,2023-08-30,172.31,178.22,169.18,173.57,3724279
TSLA,2023-08-31,172.69,174.74,174.19,174.38,4504671
TSLA,2023-09-01,177.41,179.15,176.21,176.55,7628186
TSLA,2023-09-04,176.07,181.12,175.85,177.26,4433629
TSLA,2023-09-05,172.32,175.43,170.09,173.71,7636295
TSLA,2023-09-06,177.59,181.88,178.67,179.23,4702443
TSLA,2023-09-07,173.85,180.07,171.44,175.26,4368814
TSLA,2023-09-08,179.77,182.64,175.75,180.83,4411441
TSLA,2023-09-11,180.77,183.43,175.15,180.31,3446172
TSLA,2023-09-12,180.74,185.88,177.58,181.83,3585246
TSLA,2023-09-13,185.66,188.73,178.54,183.98,6536681
TSLA,2023-09-14,184.36,187.45,180.25,185.73,5432919
TSLA,2023-09-15,189.71,194.25,184.25,188.67,6557442
TSLA,2023-09-18,198.8,204.8,198.77,200.66,6081930
TSLA,2023-09-19,203.66,205.0,200.91,202.86,5984182
TSLA,2023-09-20,209.36,209.18,203.65,208.97,7669851
TSLA,2023-09-21,208.21,213.36,202.36,207.54,5191607
TSLA,2023-09-22,206.27,206.58,200.29,205.86,1048821
TSLA,2023-09-25,206.01,209.94,202.97,205.47,4468521
TSLA,2023-09-26,206.72,208.63,204.24,206.27,2917357
TSLA,2023-09-27,212.97,219.14,213.07,213.3,3396600
TSLA,2023-09-28,209.91,215.1,210.6,211.43,5691053
TSLA,2023-09-29,204.53,210.53,202.24,206.16,888089
TSLA,2023-10-02,203.33,204.21,198.69,203.46,757156
TSLA,2023-10-03,209.62,212.15,205.9,208.32,907959
TSLA,2023-10-04,211.66,211.8,205.45,210.46,2446968
TSLA,2023-10-05,217.4,223.84,218.52,218.8,1827934
TSLA,2023-10-06,222.47,224.55,218.64,223.28,6149623
TSLA,2023-10-09,219.02,224.31,213.8,218.6,859006
TSLA,2023-10-10,215.73,217.95,215.57,215.75,1497274
TSLA,2023-10-11,216.42,221.24,215.11,218.06,3264071
TSLA,2023-10-12,215.39,218.55,212.96,217.2,2134050
TSLA,2023-10-13,216.2,219.33,214.69,216.51,5798616
TSLA,2023-10-16,218.04,218.84,217.84,218.55,1562661
TSLA,2023-10-17,212.73,216.6,210.14,210.74,2002221
TSLA,2023-10-18,204.8,207.7,203.25,205.28,2889759
TSLA,2023-10-19,201.47,207.64,201.21,202.39,3149127
TSLA,2023-10-20,201.42,201.68,199.09,200.04,520153
TSLA,2023-10-23,199.77,200.45,192.43,198.05,775759
TSLA,2023-10-24,196.47,196.66,193.97,194.98,6127516
TSLA,2023-10-25,201.41,203.46,199.45,202.97,3446462
TSLA,2023-10-26,209.72,210.26,205.51,208.02,3580165
TSLA,2023-10-27,214.53,219.22,213.1,213.77,6434598
TSLA,2023-10-30,209.07,215.77,204.74,209.78,3989900
TSLA,2023-10-31,208.95,210.44,209.18,209.64,7280994
TSLA,2023-11-01,212.43,216.05,211.29,212.46,1174855
TSLA,2023-11-02,210.9,212.0,206.39,210.8,2522158
TSLA,2023-11-03,211.76,215.24,209.36,213.76,540575
TSLA,2023-11-06,210.7,211.19,204.55,209.08,5857439
TSLA,2023-11-07,215.4,216.84,214.79,215.33,3796590
TSLA,2023-11-08,216.96,220.57,212.05,215.97,4424294
TSLA,2023-11-09,218.78,219.6,214.8,217.94,6662313
TSLA,2023-11-10,221.82,225.63,217.14,220.0,1172163
TSLA,2023-11-13,221.82,223.87,220.31,222.3,3328946
TSLA,2023-11-14,223.34,227.28,218.26,222.76,2675139
TSLA,2023-11-15,228.8,229.81,227.65,229.31,1457370
TSLA,2023-11-16,229.26,234.04,225.06,228.05,5559879
TSLA,2023-11-17,222.85,227.66,216.29,222.15,7728073
TSLA,2023-11-20,231.23,236.04,224.07,230.4,4333083
TSLA,2023-11-21,224.54,228.94,220.29,223.99,4808714
TSLA,2023-11-22,221.2,225.55,219.47,221.58,4878336
TSLA,2023-11-23,230.17,232.89,226.12,228.11,5249919
TSLA,2023-11-24,225.05,227.24,222.11,225.64,4832743
TSLA,2023-11-27,222.59,226.94,219.65,223.95,3059634
TSLA,2023-11-28,222.41,229.87,221.76,223.18,5187658
TSLA,2023-11-29,222.96,226.39,222.88,223.77,6797753
TSLA,2023-11-30,225.95,228.14,219.57,224.47,5335350
TSLA,2023-12-01,223.8,226.18,222.1,222.16,7032408
TSLA,2023-12-04,226.36,230.49,226.46,226.9,557489
TSLA,2023-12-05,234.26,234.54,231.22,232.89,2686189
TSLA,2023-12-06,233.24,237.34,230.17,232.66,6312502
TSLA,2023-12-07,234.13,241.37,231.4,235.82,2879066
TSLA,2023-12-08,236.9,239.1,230.87,235.31,1982340
TSLA,2023-12-11,234.09,235.0,229.44,233.72,1252445
TSLA,2023-12-12,227.32,229.76,225.39,228.69,5699195
TSLA,2023-12-13,231.07,233.31,227.64,230.47,4675203
TSLA,2023-12-14,231.25,237.01,226.43,233.23,7645966
TSLA,2023-12-15,240.14,247.31,237.48,240.42,2079115
TSLA,2023-12-18,235.38,235.55,230.29,234.82,3886515
TSLA,2023-12-19,242.71,247.16,236.33,241.3,779256
TSLA,2023-12-20,233.44,238.75,230.38,232.85,7958385
TSLA,2023-12-21,231.55,240.36,230.75,233.52,7931068
TSLA,2023-12-22,241.95,240.51,239.45,240.16,3727046
TSLA,2023-12-25,244.15,249.06,235.4,242.61,6779799
TSLA,2023-12-26,247.45,248.71,246.37,247.0,4611237
TSLA,2023-12-27,251.57,252.12,244.49,251.6,1982854
TSLA,2023-12-28,252.07,255.01,246.07,251.27,6986055
TSLA,2023-12-29,252.65,254.9,248.74,253.84,558430
TSLA,2024-01-01,252.19,258.27,249.72,254.49,1295361
TSLA,2024-01-02,245.56,248.36,238.41,243.78,7822767
TSLA,2024-01-03,241.3,250.05,240.98,243.65,3094519
TSLA,2024-01-04,244.72,246.9,239.99,245.73,5637899
TSLA,2024-01-05,253.17,252.7,248.1,252.05,1002800
TSLA,2024-01-08,254.55,261.57,251.7,256.68,943707
TSLA,2024-01-09,248.94,254.69,241.48,248.83,3844316
TSLA,2024-01-10,260.1,261.22,256.29,258.29,7507295
TSLA,2024-01-11,255.59,258.77,254.08,254.68,6181452
TSLA,2024-01-12,258.22,262.28,252.63,256.06,3780395
TSLA,2024-01-15,256.04,255.96,251.28,255.22,7151667
TSLA,2024-01-16,263.75,263.81,256.89,261.16,2360234
TSLA,2024-01-17,252.26,254.62,252.97,253.92,5929586
TSLA,2024-01-18,249.69,256.62,251.06,251.93,1124165
TSLA,2024-01-19,249.88,256.05,243.39,248.92,1167272
TSLA,2024-01-22,244.69,249.22,244.87,245.32,2120578
TSLA,2024-01-23,243.58,241.58,236.67,241.49,2176906
TSLA,2024-01-24,244.7,245.98,237.73,243.95,4718460
TSLA,2024-01-25,250.79,253.36,249.43,250.75,2597038
TSLA,2024-01-26,255.74,254.06,251.06,253.28,6083603
TSLA,2024-01-29,253.68,257.57,249.5,253.63,5429234
TSLA,2024-01-30,247.12,254.13,248.37,249.0,945800
TSLA,2024-01-31,245.57,251.47,237.94,245.24,1420326
TSLA,2024-02-01,245.58,251.34,237.17,244.35,6373716
TSLA,2024-02-02,251.91,251.67,247.21,250.99,4101024
TSLA,2024-02-05,245.77,249.62,238.38,244.93,637578
TSLA,2024-02-06,248.7,255.35,245.0,249.9,950077
TSLA,2024-02-07,250.09,252.17,248.85,250.87,6110778
TSLA,2024-02-08,253.82,263.27,253.65,255.86,7590489
TSLA,2024-02-09,255.76,257.71,254.25,254.63,950603
TSLA,2024-02-12,262.71,263.04,259.0,260.6,1680377
TSLA,2024-02-13,259.37,262.87,255.12,260.27,4360183
TSLA,2024-02-14,261.14,260.63,259.5,260.04,3486550
TSLA,2024-02-15,256.23,260.05,251.45,255.51,2293798
TSLA,2024-02-16,255.25,255.77,251.05,254.21,4702585
TSLA,2024-02-19,249.5,257.32,245.24,251.81,4837883
TSLA,2024-02-20,250.04,254.51,245.84,252.54,4334849
TSLA,2024-02-21,245.38,249.22,241.53,247.6,2063410
TSLA,2024-02-22,244.89,251.56,239.3,244.38,7158488
TSLA,2024-02-23,238.87,241.48,239.89,240.09,524272
TSLA,2024-02-26,244.27,246.1,237.46,244.4,614175
TSLA,2024-02-27,245.96,248.35,240.1,245.64,5208255
TSLA,2024-02-28,246.2,247.1,244.55,245.11,5940324
TSLA,2024-02-29,241.83,246.64,237.43,240.56,1926115
TSLA,2024-03-01,236.75,240.78,236.61,236.71,4900514
TSLA,2024-03-04,234.0,238.32,231.61,234.79,6489989
TSLA,2024-03-05,232.55,237.62,228.65,233.41,2846082
TSLA,2024-03-06,232.18,234.8,228.5,233.52,6927149
TSLA,2024-03-07,231.27,239.09,228.45,233.2,1049829
TSLA,2024-03-08,235.36,236.36,234.77,235.74,2510670
TSLA,2024-03-11,233.29,235.33,235.04,235.24,7034316
TSLA,2024-03-12,226.96,231.71,220.89,225.62,1888188
TSLA,2024-03-13,229.72,232.52,226.95,227.5,4064971
TSLA,2024-03-14,227.94,234.29,226.22,229.6,1473905
TSLA,2024-03-15,218.39,224.48,218.03,220.25,5835412
TSLA,2024-03-18,229.29,234.07,223.79,228.15,4478806
TSLA,2024-03-19,229.7,233.96,226.57,230.85,4795593
TSLA,2024-03-20,228.64,233.92,224.18,230.94,3785534
TSLA,2024-03-21,227.31,230.42,222.22,227.79,1164726
TSLA,2024-03-22,232.39,231.66,225.03,231.33,1172158
TSLA,2024-03-25,230.9,236.05,225.02,230.49,2222563
TSLA,2024-03-26,237.33,238.61,235.71,237.46,6375342
TSLA,2024-03-27,235.75,243.63,231.87,237.45,3317921
TSLA,2024-03-28,239.14,242.99,235.96,238.06,4258200
TSLA,2024-03-29,238.29,242.4,231.24,237.96,7329932
TSLA,2024-04-01,238.94,242.16,240.25,240.81,7461270
TSLA,2024-04-02,237.23,240.59,233.35,239.16,567982
TSLA,2024-04-03,234.78,236.4,231.84,234.73,6984708
TSLA,2024-04-04,232.33,237.08,228.78,232.18,7766349
TSLA,2024-04-05,229.85,230.93,229.78,230.82,6227163
TSLA,2024-04-08,235.89,242.67,235.2,235.64,566182
TSLA,2024-04-09,227.36,235.14,224.48,228.91,5879267
TSLA,2024-04-10,226.55,232.85,226.64,226.75,3050026
TSLA,2024-04-11,223.82,232.08,221.76,225.68,4542987
TSLA,2024-04-12,223.8,228.69,220.93,225.2,7296184
TSLA,2024-04-15,226.4,234.03,224.2,227.76,878475
TSLA,2024-04-16,230.63,234.24,228.63,229.41,6736962
TSLA,2024-04-17,228.06,231.86,225.86,226.02,2982446
TSLA,2024-04-18,226.43,230.77,219.97,225.9,4038455
TSLA,2024-04-19,229.32,235.54,226.32,229.4,1540777
TSLA,2024-04-22,229.11,233.22,227.37,228.21,2409192
TSLA,2024-04-23,231.22,237.16,231.86,232.32,508098
TSLA,2024-04-24,229.83,234.09,225.42,231.88,669613
TSLA,2024-04-25,235.19,243.81,231.32,236.96,2224417
TSLA,2024-04-26,240.14,245.3,234.49,239.09,5938099
TSLA,2024-04-29,230.3,232.66,225.2,231.75,1718752
TSLA,2024-04-30,230.35,229.37,226.79,229.13,6516504
TSLA,2024-05-01,227.57,226.74,221.95,225.57,3567767
TSLA,2024-05-02,224.23,229.88,218.11,224.62,2941544
TSLA,2024-05-03,218.26,223.59,215.25,218.54,4947915
TSLA,2024-05-06,220.06,227.76,219.56,221.5,6687975
TSLA,2024-05-07,220.11,228.11,215.98,221.82,6255689
TSLA,2024-05-08,229.94,234.79,226.96,229.52,637668
TSLA,2024-05-09,233.19,232.84,224.54,230.92,1324115
TSLA,2024-05-10,232.6,233.0,227.7,232.06,4645011
TSLA,2024-05-13,228.84,229.68,223.64,229.52,2120474
TSLA,2024-05-14,224.86,227.71,217.24,223.79,6448356
TSLA,2024-05-15,230.4,233.03,228.78,230.94,5300894
TSLA,2024-05-16,228.74,231.56,228.35,228.5,1442155
TSLA,2024-05-17,235.47,238.56,235.8,236.55,4353622
TSLA,2024-05-20,233.49,236.53,229.33,232.6,3871639
TSLA,2024-05-21,228.41,231.3,224.53,229.42,3834052
TSLA,2024-05-22,234.56,237.12,232.33,235.37,1209387
TSLA,2024-05-23,232.65,235.86,232.96,234.34,4761347
TSLA,2024-05-24,234.59,240.74,230.15,234.36,7765511
TSLA,2024-05-27,228.75,234.89,224.81,230.37,2129316
TSLA,2024-05-28,242.46,246.91,236.66,241.46,3878654
TSLA,2024-05-29,234.49,239.18,231.93,234.51,1630878
TSLA,2024-05-30,241.73,245.31,239.32,241.41,2955516
TSLA,2024-05-31,242.25,242.5,238.78,241.21,5430100
TSLA,2024-06-03,240.61,244.55,236.0,241.12,7444775
TSLA,2024-06-04,250.44,249.57,243.34,248.41,4080439
TSLA,2024-06-05,250.04,254.88,245.19,247.84,1285234
TSLA,2024-06-06,239.15,246.32,234.77,240.2,2608774
